Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description
Kolsch,kolsch,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586ebf0f3094818bcc267,false,false,Thu Apr 01 2021 08:40:11 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:00 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La Kölsch ( cœll - shh ) est un style de bière obscure originaire de Cologne (Köln), en Allemagne. Cette région a obtenu une indication géographique protégée (IGP) en 1997 par la Kölsch Konvention, qui regroupe une vingtaine de brasseries de Cologne. Bien que ces brasseries fabriquent toutes des bières de Kölsch, il est difficile de définir des spécifications exactes pour ce style, car chaque brasserie a sa propre interprétation du brassage. La description de la bière par la Konvention est la suivante : ""Vollbier légère, très atténuée, accentuée par le houblon, claire, de fermentation haute"". En d'autres termes, vous devez vous attendre à un large éventail de disparités lorsque vous commandez l'une de ces bières.</p><p>Ne vous laissez pas tromper par la nature mystérieuse de cette bière ! C'est l'une des rares bières allemandes traditionnelles produites et c'est la seule véritable pale ale entièrement composée d'orge fabriquée en Allemagne. Même si elle n'est pas très populaire dans toute l'Allemagne, c'est la bière numéro un dans sa ville natale de Cologne et elle est reconnue comme l'un des principaux styles de brassage du monde. Même si certaines brasseries américaines se sont essayées à la fabrication de ce style de bière insaisissable (vous pouvez trouver certaines d'entre elles dans notre club de la bière du mois), les véritables Kölschs allemandes ne sont disponibles que par intermittence aux États-Unis.</p><p>Cette bière est extrêmement pâle et a une couleur dorée claire (à son point le plus foncé) avec une clarté exceptionnelle et une tête blanche qui s'évanouit rapidement. Les arômes de pomme, de poire, de cerise et d'autres fruits sont associés à un léger soupçon de houblon qui semble correspondre à son apparence légère et aérienne. Les saveurs peuvent varier d'un malt subtil à une douceur fruitée et même une légère amertume acidulée. Cependant, dans l'ensemble, les Kölschs sont douces et délicates, avec un palais équilibré et une légère sécheresse qui persiste en fin de bouche. Certaines variations peuvent même présenter des caractères de levure au nez et des saveurs légères de blé ou de raisin. La bouche est arrondie sur la langue et présente une texture soyeuse et uniforme. Ces bières peuvent avoir un corps moyen-léger à moyen et ont généralement un niveau de carbonatation plus élevé.</p><p>Traditionnellement, les bières Kölsch sont toujours servies dans un verre Stange de 15 cm de haut et de 15 cm de large, aux côtés droits, ce qui est approprié puisque ""Stange"" signifie ""poteau"" ou ""bâton"" en allemand. Ces bières ont une teneur en alcool de 4,4 à 5,2 % et des IBU de 20 à 30. C'est un style à retenir pour les chaudes journées d'été.</p>"
Lager,lager,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586f8e4db323ca180cda0,false,false,Thu Apr 01 2021 08:40:24 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:46:52 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>En tant que bière la plus consommée au monde, il n'est pas surprenant que la bière Lager ait une longue histoire. Commençons par le nom et la signification de la Lager. En Allemagne, où le style est né, le mot Lager, qui signifie ""stocker"", a été choisi parce que la bière était stockée dans des caves froides pendant sa maturation.</p><p>Alors, qu'est-ce que la bière Lager ? La définition de la Lager indique qu'il s'agit d'un type de bière légère et effervescente. Bien que cela soit vrai, ce qui définit vraiment une Lager est le processus de conditionnement au froid et la maturation en chambre froide utilisés pour la produire. La bière de style Lager utilise également la levure de fermentation basse, Saccharomyces Pastorianus, et avant le 19e siècle, la Lagerbier était la définition de toutes les bières de fermentation basse conditionnées à froid d'une force standard. Ce détail est nécessaire pour déchiffrer une Lager par rapport à une Ale, car les Ales utilisent des levures de fermentation haute au lieu de levures de lager de fermentation basse.</p><p>Aujourd'hui, il existe de nombreux types de bières Lager à travers le monde qui diffèrent par leur couleur, leurs ingrédients, leur taux d'alcoolémie et, bien sûr, leur saveur. Les couleurs peuvent être extrêmement pâles, comme une Helles Lager, ou aussi foncées qu'une Black Lager.</p><p>Il existe de nombreuses lagers populaires, mais celles qui se distinguent le plus sont la lager allemande, la lager américaine, la lager irlandaise et la lager mexicaine. En ce qui concerne les styles et les couleurs, les types de Lager les plus appréciés sont : la Pilsner Lager, la Amber Lager, la Dunkel (brune) Lager, la Winter Lager et la Toasted Lager. Certaines lagers sont très fortes et d'autres sont des lagers de session.</p><p>Aujourd'hui, les lagers sont fortement associées aux lagers bon marché et glacées produites par les entreprises de production de bière de masse. Elles sont devenues incroyablement populaires en raison de leur facilité de consommation, de leur taux d'alcoolémie élevé et de leur faible coût de production pour les entreprises. Comment en est-il ainsi ? C'est principalement dû à l'utilisation d'adjuvants comme le riz et le maïs. N'ayez crainte, il existe encore beaucoup de grandes brasseries artisanales qui produisent des lagers artisanales traditionnelles et délicieuses.</p><p>Pour les lagers, il existe plusieurs types de verres qui peuvent être utilisés. Parmi les verres à lager, citons : le verre à pinte américain, le verre à shaker et le verre à pilsner. Il n'est pas surprenant qu'une bière aussi populaire, avec autant de styles, ait sa propre journée, le 10 décembre étant la Journée nationale des lagers.</p>"
Lambic - Fruit,lambic-fruit,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658706262af8a3ef51b9d4,false,true,Thu Apr 01 2021 08:40:38 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:34 GMT+0000 (Coordinated Universal Time),,
Milk / sweet stout,milk-sweet-stout,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606587132922cc3b3f8b4d11,false,true,Thu Apr 01 2021 08:40:51 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:38 GMT+0000 (Coordinated Universal Time),,
Munich helles,munich-helles,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065871f585c672f0ce0b8a7,false,false,Thu Apr 01 2021 08:41:03 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:46:40 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Une Helles Lager de Munich (Myoo-nik Hell-us), souvent appelée simplement Helles, est une bière blonde dorée et vive, brassée pour la première fois à Munich, en Allemagne, en 1895, à la brasserie Spaten. Ces bières ont été créées pour permettre à l'Allemagne de concurrencer la popularité croissante des Pilsners tchèques qui étaient brassées à cette époque.</p><p>Bien qu'il y ait des caractéristiques similaires entre une Helles Lager de Munich et une Pilsner, comme leurs éléments houblonnés piquants, la première est plus douce et beaucoup plus orientée vers le malt que la Pilsner. La Helles Lager est en fait plus proche de la Munich Dunkel (Doonn-kel), qui signifie ""sombre"" en allemand, et est essentiellement une version plus foncée de la Munich Helles, qui signifie ""brillante"" en allemand. Les trois principaux ingrédients de cette bière sont l'eau modérément gazeuse, le malt Pilsner et les houblons nobles allemands, qui se déclinent en plusieurs styles.</p><p>La Munich Helles Lager est généralement douce au nez et présente des arômes distincts de malt Pilsner avec un soupçon de houblon épicé. De même, le palais peut être décrit comme ayant une douceur subtile accompagnée de saveurs maltées prédominantes qui présentent des éléments grillés, semblables à ceux du pain. Bien que la présence du malt soit évidente en bouche, il devrait y avoir un bon équilibre avec le houblon sans provoquer d'amertume. Ces bières sont propres, modérément carbonatées, avec une sensation en bouche douce qui se termine par une finale maltée. Les Helles de Munich sont de couleur or pâle à paille clair et ne sont jamais troubles, avec une épaisse mousse beurrée. Elles ont un taux d'alcoolémie de 4,5 à 5,5 % et des IBU de 16 à 25.</p>"
NEIPA,neipa,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065872b640599790260350d,false,true,Thu Apr 01 2021 08:41:15 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:35 GMT+0000 (Coordinated Universal Time),,
Oatmeal stout,oatmeal-stout,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658738f0f3097197bcc30e,false,false,Thu Apr 01 2021 08:41:28 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:46:26 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Les bières Oatmeal Stout sont des bières sombres qui se situent confortablement quelque part entre une Sweet Stout typique et une Dry Stout. Cette station unique de saveur est profondément ancrée dans l'histoire de l'Oatmeal Stout.</p><p>Les Oatmeal Stouts se distinguent des autres types de stouts par l'ajout d'avoine pendant le processus de brassage, ce qui confère à la bière une richesse et une intensité de goût. Bien qu'un pourcentage plus élevé d'avoine ajoutée puisse donner une texture presque huileuse et des caractéristiques très fortes au palais, un pourcentage plus faible d'avoine ajoutée peut donner à la bière une sensation en bouche lisse et presque brillante avec un corps plein et arrondi.</p><p>L'Oatmeal Stout se distingue par la douceur subtile apportée par l'avoine. Sans être trop sucrée, cette stout peut avoir des saveurs de grains grillés, de noix et de farine d'avoine avec des éléments de café et de chocolat provenant des malts. Tout comme les arômes, les saveurs de houblon ne sont pas fortes, voire inexistantes. Bien que cette bière soit peu ou pas du tout fruitée, vous pouvez vous attendre à une présence grillée et terreuse au nez, accompagnée d'arômes de café sucré. L'apparence de ce brassin foncé peut être presque noire et possède une grosse mousse crémeuse allant du beige au brun.</p><p>Dans l'ensemble, l'Oatmeal Stout est crémeuse, douce et corsée avec une carbonatation moyenne. Les brasseurs devraient utiliser entre 5 et 10 % d'avoine, avec un maximum de 30 % pour une complexité optimale des saveurs sans devenir amer. La teneur en alcool typique de ce style de bière se situe entre 4,2 et 5,9 % avec des IBU entre 25 et 40.</p>"
Old ale,old-ale,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606587434ade2946c26ccd49,false,false,Thu Apr 01 2021 08:41:39 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:01 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Avant la révolution industrielle, l'amateur de bière anglais moyen était attiré par les bières anciennes. Ce style de bière plus ancien était connu sous le nom de Old Ale. Les Old Ale anglaises étaient vieillies en fûts de chêne pendant au moins un an, ce qui leur donnait un fort mordant dû aux tanins du chêne et à l'exposition à certaines bactéries, notamment Lactobacillus et/ou Brettanomyces.</p><p>Les brasseurs ne brassent plus nécessairement cette bière du vieux monde à gauche et à droite. La plupart des brasseurs laissent plutôt un lot de bière mûrir dans le chêne et le combinent ensuite avec de la bière fraîche. Ce processus rendait le produit final plus complexe et plus expressif. Cependant, ce qui restait de la bière mûrie à la fin de ce processus était distribué sous le nom de olde ale.</p><p>La bière Old Ale a un caractère malté lourd, un corps plein et une légère douceur en fin de bouche. Pour créer ces brassins, les brasseurs utilisent une grande variété de houblons nobles et une levure Old Ale à faible degré d'atténuation qui tolère bien l'alcool. La levure doit être capable de résister à un long processus de vieillissement du brassin qui peut durer des années dans un stockage en vrac ou un conditionnement en bouteille. Les meilleures old ales ont un arôme et un goût de malt, avec de légers esters fruités.</p><p>La bière Old Ale se présente souvent sous la forme d'une couleur ambrée moyenne à brun rougeâtre. Le taux d'alcoolémie varie de 6 à 12 %. Les Old Ales avec un taux d'alcoolémie plus élevé, proche de 12 %, sont parfois appelées old strong ales. Le meilleur verre à Old Ale est un snifter pour recueillir toutes les saveurs et tous les arômes. La Old Ale brune peut être appréciée avec des plats comme l'agneau rôti, des fromages comme le Stilton bleu ou blanc, ou peut être dégustée seule avec un cigare.</p>"
Oud bruin,oud-bruin,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065874fb03f0c4eedc137c7,false,true,Thu Apr 01 2021 08:41:51 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:45 GMT+0000 (Coordinated Universal Time),,
Pilsner,pilsner,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065880a5082c2a1cde26bc3,false,false,Thu Apr 01 2021 08:44:58 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:46:11 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:46:11 GMT+0000 (Coordinated Universal Time),"<p>La Pilsner, également appelée Pilsener ou simplement Pils, est une bière blonde dont l'histoire est intéressante. La bière Pilsner tire son nom de la ville tchèque dans laquelle elle a été créée en 1842, Pilsen. Une note rapide sur la ville de Pilsen est que le brassage a commencé en 1295, mais jusqu'à la création de la Pilsner, presque toutes les bières de Bohème étaient fabriquées par fermentation haute, produisant des ales.</p><p>Le brasseur bavarois Josef Groll a été recruté par la brasserie de Pilsen pour lancer la création de la Pilsner. La première bière blonde de Groll est sortie au début du mois d'octobre 1842, et a été concoctée à partir d'ingrédients locaux et de malts pâles. La recette de la Pilsner de Josef Groll combinait l'eau remarquablement douce de Pilsen, le houblon noble Saaz local, le malt Pilsner plus vif et les techniques de fermentation basse de type bavarois, ce qui donnait une bière dorée claire. Le houblon Saaz est finalement l'ingrédient qui a résolu les problèmes de bière gâchée des Bohémiens et qui définit aujourd'hui la Pilsner. La recette est jugée extraordinaire et gagne rapidement en popularité.</p><p>En 1853, la bière Pilsner tchèque était présente dans 35 pubs de Prague, et s'est rendue à Vienne en 1856 et à Paris en 1862. La Pilsner a été répertoriée comme un nom de style à la Chambre de commerce et d'industrie de Pilsen en 1859. La première bière blonde au monde, appelée à l'origine Pilsner Urquell, est toujours servie aujourd'hui et a été déposée en 1898 pour mettre l'accent sur le fait qu'il s'agissait de la première brasserie.</p><p>Depuis lors, la Pilsner a connu plusieurs variations et styles, dont les créations suivantes : la Pilsner allemande, la Pilsner européenne, la Pilsner belge, la Pilsner américaine, la Pilsner canadienne, la Pilsner italienne, etc. Les Pilsner modernes ont une couleur très claire, des niveaux variables d'arôme et de saveur de houblon, un corps moyen et une teneur en alcool de 4,5 à 5 %.</p><p>Ce style de bière a son propre verre à Pilsner, bien qu'il soit utilisé pour de nombreux types de bières légères. Un verre à Pilsner est généralement plus petit qu'un verre à pinte, haut et mince, et effilé. La forme effilée permet de révéler la couleur et la carbonatation de la bière et la partie supérieure large permet de maintenir la mousse de la bière.</p><p>Certaines questions subsistent cependant au sujet des Pilsners, notamment la différence entre une Pilsner et une Lager, et entre une Pilsner et une Ale. Les Pilsners et les Lagers sont toutes deux des bières de fermentation basse, ce qui classe techniquement la Pilsner dans la catégorie des Lager, mais avec l'ajout de houblon qui la rend plus épicée que la bière blonde typique. C'est cette présence de houblon qui donne à la Pilsner un goût différent de celui de la plupart des Lagers. Quant aux ales, elles se différencient par le fait qu'elles sont à fermentation haute plutôt qu'à fermentation basse comme les Pilsner.</p>"
Quadrupel,quadrupel,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658819526eb132d7d56aa4,false,true,Thu Apr 01 2021 08:45:13 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:13 GMT+0000 (Coordinated Universal Time),,
Rauchbier,rauchbier,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606588235b7d42a777814b3f,false,false,Thu Apr 01 2021 08:45:23 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:46:02 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La Rauchbier est un style allemand très ancien qui provient du district de Franconie et de la ville de Bamberg et qui a vu le jour au 16e siècle. Rauch étant le mot allemand signifiant ""fumée"", vous savez à quelle saveur vous attendre.</p><p>Pour ce style de bière, les malts verts sont séchés sur un feu ouvert, ce qui confère un goût fumé unique au produit final. La saveur finale du malt est influencée par le type de combustible utilisé, la durée de son utilisation, la température à laquelle il est chauffé et le malt qui a été touraillé. Les trois principaux combustibles utilisés pour sécher les malts étaient le bois, la paille et le charbon. Le charbon était le combustible le plus coûteux, le plus sale et le plus nuisible au goût, ce qui en faisait le moins apprécié de tous les combustibles possibles. Les combustibles choisis par les différents malteurs de bière dépendaient souvent de la région d'Europe dont ils étaient originaires. Les malteurs anglais utilisaient généralement du charbon ou du bois, tandis que les brasseurs allemands n'utilisaient pas beaucoup de charbon, mais uniquement du bois.</p><p>Le cours de l'histoire de la brasserie a changé à jamais lorsque Daniel Wheeler a inventé le four à tambour. L'invention du four à tambour était une nouvelle façon de sécher le malt sans jamais nécessiter une exposition directe à la flamme. Cela a permis d'augmenter la palette de couleurs du malt, d'améliorer les saveurs qu'il pouvait avoir, de créer une torréfaction uniforme et d'éliminer le caractère fumé.</p><p>Après la découverte de cette invention, les malteurs des années 1800 ont commencé à abandonner activement les techniques de torréfaction précédentes pour explorer ce qui pouvait être fait avec les malts pâles dans le four à tambour. Les bières fumées sont devenues largement obsolètes partout, sauf dans la ville franconienne de Bamberg. Ici, les gens se sont accrochés aux méthodes traditionnelles et ont chéri le caractère fumé du malt. Les habitants de cette ville ont été désignés comme les plus anciens à continuer à fabriquer des bières fumées.</p><p>Aujourd'hui, deux brasseries sont devenues synonymes de Rauchbier traditionnelle, à savoir la Bauerei Schlenkerla et la Christian Merz Brauerei Spezial. L'histoire de la Bauerei Schlenkerla remonte à 1387. Ils continuent à fabriquer leur propre malt, en le touraillant sur une flamme de bois de plage ou de chêne. Ils sont surtout connus pour leur Aecht Schlenkerla Rauchbier, une Rauchbier Märzen. La Rauchbier se présente sous plusieurs formes : une Urbock Rauchbier, une Helles Rauchbier, une Märzen Rauchbier et ainsi de suite.</p><p>Une Helles Rauchbier est subtilement fumée, mais ce n'est pas dû au malt fumé. C'est plutôt la levure Aecht Rauchbier qui est réutilisée et incorporée à la Helles, lui donnant ainsi d'élégants accents rauques. Les profils de fumée des différentes Rauchbier fumées peuvent aller d'un léger soupçon à un fort caractère fumé et boisé semblable à celui du bacon.</p><p>En ce qui concerne les autres ingrédients de la recette de la Rauchbier, le malt rauch est utilisé et la présence globale est faible à moyenne avec un riche profil malté sucré et grillé, et la présence de houblon est faible à inexistante. La couleur est généralement brun foncé à ambré, la bière est moyennement corsée et douce, et la carbonatation est plutôt élevée. Le taux d'alcoolémie se situe généralement entre 4,8 et 6 %. Le meilleur verre à Rauchbier est une chope à fossettes, un Willi Becher ou un vase.</p><p>Pour ce qui est des accords culinaires, on pourrait penser à associer la Rauchbier fumée à des viandes fumées, mais cela pourrait être trop dominant sans vraiment ajouter quelque chose à l'expérience. Les viandes grillées sont un bien meilleur choix car elles contiennent des éléments fumés, mais ce n'est pas la seule chose qu'elles ont à offrir. Les saucisses grillées, le steak, le poulet et les côtes de porc sont tous des partenaires dignes de ce nom avec une bière artisanale allemande Rauchbier. Les rôtis, les ragoûts, les jambalayas et les huîtres, ainsi que les champignons, les tomates, les anchois, les olives, la sauce soja et les pommes de terre sont autant d'éléments qui font ressortir les qualités d'une bière Rauchbier.</p>"
Saison / farmhouse,saison-farmhouse,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065882e6a1fce4b80f4f8ea,false,true,Thu Apr 01 2021 08:45:34 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:45 GMT+0000 (Coordinated Universal Time),,
Schwarzbier,schwarzbier,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658840262af8c9fb51bbf8,false,true,Thu Apr 01 2021 08:45:52 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:25 GMT+0000 (Coordinated Universal Time),,
Scotch ale / wee heavy,scotch-ale-wee-heavy,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658847e2ca6797721765dd,false,true,Thu Apr 01 2021 08:45:59 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:28 GMT+0000 (Coordinated Universal Time),,
Scottish ale,scottish-ale,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606588534ade29d4116cd099,false,true,Thu Apr 01 2021 08:46:11 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:31 GMT+0000 (Coordinated Universal Time),,
Session ipa,session-ipa,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065886005e9e11d012efe85,false,false,Thu Apr 01 2021 08:46:24 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:45:40 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Bien qu'elle ne soit pas encore une sous-catégorie officiellement reconnue de l'IPA, la Session IPA offre le caractère houblonné d'une India Pale Ale avec un taux d'alcoolémie plus faible. En général, une Session IPA a un taux d'alcoolémie compris entre 3 et 5%, tout en conservant le goût houblonné intégral d'une India Pale Ale.</p><p>Historiquement, la session IPA trouve ses racines dans l'Angleterre du début du vingtième siècle, où les ouvriers d'usine avaient droit à des séances de consommation d'alcool pendant la journée de travail. Une session IPA moderne devrait avoir des houblons de plus de 40 IBU comme une IPA, mais ne pas dépasser 5% d'alcool par volume, avec moins de 7,5% de malt cristal léger.</p>"
Smoked beer,smoked-beer,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065886b262af86a8651bc12,false,false,Thu Apr 01 2021 08:46:35 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:45:33 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La bière fumée est un style synonyme de la Rauchbier allemande. Ce style de bière a une saveur de fumée distincte conférée par l'orge maltée, qui est séchée au-dessus d'une flamme ouverte. Avant l'ère moderne, le processus de séchage de l'orge maltée se faisait au-dessus des flammes, ce qui ajoutait un caractère fumé aux bières. Depuis que le séchoir a été inventé pour sécher le malt sans que les saveurs fumées ne soient transmises, les bières ont évolué. Cependant, certains apprécient toujours le caractère fumé et continuent à utiliser la méthode traditionnelle de séchage au feu.</p><p>Bien que les fabricants de bières fumées les plus populaires et les plus connus restent en Allemagne avec la Rauchbier, la bière fumée allemande originale, de nombreux autres pays se sont essayés à ce style et, grâce à leur popularité, ont réussi !</p><p>En Australie occidentale, la Feral Brewing Company produit une Porter fumée, et en Australie méridionale, la Gulf Brewery produit une Rauchbier fumée. En Belgique, la brasserie Dupont produit une Saison avec du malt fumé. Au Brésil, Eisenbaum produit une bière fumée en utilisant des malts qu'elle importe de Bamberg, le lieu d'origine des Rauchbiers. Quelques bières fumées sont produites au Canada, notamment la bière saisonnière Smoktoberfest de la Half Pints Brewing Company. Le Chili produit une Munich Dunkel fumée, les Pays-Bas produisent une Rauchbier de style allemand et une Porter fumée, et la Norvège produit une bière fumée aromatisée au genièvre. L'Italie produit deux bières stout fumées, dont l'une est impériale, la Lituanie produit une bière fumée, et le Royaume-Uni produit sa propre Ale fumée.</p><p>En plus de tous ces pays, les États-Unis ont bien sûr leur propre longue liste de bières fumées provenant de tous les États. En dehors de toutes ces nouvelles versions du style provenant d'autres pays, il est toujours important de se familiariser avec la Rauchbier traditionnelle, la bière fumée de Bamberg et la bière fumée de Märzan, que vous pouvez découvrir dans la description du style de bière Rauchbier.</p><p>La bière fumée a été utilisée pour faire d'autres créations uniques et divers styles de bières fumées, comme la trempette au fromage à la bière fumée, les bières fumées froides et les bières fumées foncées. La bière fumée froide est fabriquée à l'aide d'un procédé qui fume la bière à une température beaucoup plus basse que les bières fumées normales.</p><p>La bière fumée a généralement un taux d'alcoolémie de 4,5 à 7 % et sa saveur peut varier d'un léger soupçon de fumée à une présence dense de fumée de feu de camp. Avec toutes les nouvelles interprétations du style et l'utilisation de différents ingrédients, les possibilités sont infinies et valent la peine d'être essayées si vous aimez les saveurs plus fumées.</p>"
Specialty grain / rye,specialty-grain-rye,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658878e63f0a14314d03a7,false,false,Thu Apr 01 2021 08:46:48 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:45:23 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Les bières de seigle (rye) peuvent être des ale ou des lager, et sont généralement basées sur un style de bière classique avec l'ajout de malt de seigle qui représente au moins 20 % de la composition du grain. L'ajout de seigle à un brassin produit un caractère épicé et pumpernickel dans la saveur et l'arôme. Ce style de bière a vu le jour en Allemagne où la bière était connue pour ses notes de banane et de clou de girofle. Dans les bières de seigle américaines, ces notes de banane et de girofle ne sont plus présentes et sont plutôt houblonnées, ce qui peut donner des saveurs d'agrumes ou d'épices.</p><p>La bière de seigle se décline en différents styles de bière et de saveurs en raison de changements dans les ingrédients ou le processus de fermentation. La bière de seigle au miel possède les épices et la saveur de la plupart des autres bières de seigle, auxquelles s'ajoute la douceur de la saveur et de l'arôme du miel. Les bières aigres de seigle sont généralement vieillies en fûts de chêne avec la levure sauvage Brettanomyces, pour produire un goût aigre et funky. L'ajout de la levure peut modifier l'apparence de la bière et la rendre plus trouble ou brumeuse. Les bières de seigle ont également tendance à donner une apparence rouge au brassin, ce qui donne lieu à un autre type de bière appelé bière de seigle rouge.</p><p>Selon que la bière de seigle est une version plus claire ou plus foncée, la couleur de la bière peut varier de paille à cuivre, ou d'ambre à brun foncé. Le taux d'alcoolémie des bières de seigle dépend de la bière de base utilisée, ale ou lager, mais se situe en moyenne entre 4 et 6 %. Le brassin est mieux servi dans un verre vase à une température fraîche entre 46 et 54 degrés Fahrenheit. Les bières de seigle se marient bien avec les aliments épicés comme la nourriture mexicaine, la nourriture indienne et le poulet jerk. Cependant, la bière se marie bien avec des fromages comme le bleu doux, le cheddar doux ou l'asiago. Sans oublier cette recette géniale de moules et frites au seigle !</p><p>Les bières à base de seigle peuvent parfois être fabriquées en tant que bières sans gluten ou à teneur réduite en gluten. Lors du brassage de la bière artisanale, elle peut être traitée à l'aide d'enzymes qui digèrent les particules de gluten et les décomposent en minuscules particules. Pour être sans gluten, le brassin doit contenir moins de 20 parties par million (ppm) de gluten. Comme le processus d'élimination n'est pas validé scientifiquement et que la quantité de gluten varie d'un lot à l'autre, les brasseurs ne peuvent prétendre que leur bière est sans gluten.</p>"
"Spice, herb, vegetable",spice-herb-vegetable,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606588835b7d42a30b814ce0,false,true,Thu Apr 01 2021 08:46:59 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:26 GMT+0000 (Coordinated Universal Time),,
Tripel,tripel,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606588903d5fdf4b7cd39cc3,false,true,Thu Apr 01 2021 08:47:12 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:20 GMT+0000 (Coordinated Universal Time),,
