Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,aaMin,aaMax,baMin,baMax,Usage,stability,oilQuantity,cohumulone,caryophyllene,humulene,myrcene,Aromas
Lemondrop,lemondrop,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989cc62d0d4cebe0feb7,false,false,Tue May 18 2021 10:36:12 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,5,7,4,6,Double usage,,,,,,,agrumes; herbeux; citron; menthole; melon; the-vert
Liberty,liberty,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93a5c974ad5adc5ac44,false,false,Tue May 18 2021 12:55:22 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:44:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Née en 1983, Liberty est une demi-sœur de Crystal, Ultra et Mt. Hood. Elle est issue de Hallertau Mittelfrüher et d'un mâle aromatique allemand résistant aux maladies. Le rendement de Liberty est faible mais elle jouit toujours d'une grande popularité, surtout aux États-Unis. C'est une variété génétiquement stérile qui ne convient pas à la sélection. La brasserie Harvest Moon utilise généreusement la Liberty dans sa Full Moon Pale Ale avec la Cascade. Compte tenu de son héritage, il n'est pas étonnant que le Liberty soit assimilé de manière caractéristique au houblon noble. Les brasseurs doivent être informés qu'en raison de la très mauvaise stabilité de stockage du Liberty, il doit être obtenu et utilisé frais dans la mesure du possible.",3.5,6.5,3,4,Aromatique,,1.0 - 1.8,,9 - 12,30 - 30,24 - 32,citron; epice; floral; delicat
Loral,loral,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93bcbf2d26f1039ec63,false,true,Tue May 18 2021 12:55:23 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:08:42 GMT+0000 (Coordinated Universal Time),,"Horizon est un houblon polyvalent avec des qualités de star. Créé en Oregon en 1970, Horizon est un houblon diploïde et la demi-sœur de Nugget. Considéré comme un houblon à double usage, il possède une forte teneur en acides alpha, mais aussi une faible teneur en cohumulone - une caractéristique considérée comme très favorable pour l'amertume. Sa teneur élevée en myrcène et en farnésène lui confère également des notes aromatiques et gustatives très intéressantes, à la fois florales et citronnées. Elle a été reprise par plusieurs brasseurs artisanaux et est une star de la brasserie North by Northwest à Austin, au Texas, où elle est utilisée dans ses trois principaux brassins classiques, ainsi que dans ses bières spéciales de temps en temps.",11.3,12.2,4.9,5.3,Double usage,,,,,,,floral; agrumes; epice; citron; poivre; baies-noires
Lotus,lotus,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989db90d920275a153e9,false,false,Tue May 18 2021 10:36:13 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:08 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Un houblon aux arômes floraux tirant sur l'agrume et la vanille, comme son nom le laisse à penser il s'agit ici d'une invitation au voyage !",6.5,15.1,,,Double usage,,,,,,,orange-6; fruits-tropicaux; vanille; raisin
Lubelski,lubelski,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93b20a37833c40f8311,false,false,Tue May 18 2021 12:55:23 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:21 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Souvent considéré comme un houblon polonais, le Lubelska est en fait originaire de Zatec, en République tchèque. Parfois commercialisée sous le nom de Lublin ou Lubelski, la teneur élevée en humulène de la Lubelska n'est surpassée que par ses niveaux élevés et rares de farnésène. Ce profil d'huile donne lieu à des arômes intéressants de magnolia et de lavande. Elle est considérée comme ayant un caractère très noble. Considérée comme un cultivar de Saaz, elle est désormais un pilier des brasseries polonaises.",3,4.5,2.5,3.5,Aromatique,Bonne : 70,,,6 - 11,30 - 30,22 - 35,floral; epice; herbeux; citron; resineux; the
Magnat,magnat,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989d25b9474e8d86e677,false,false,Tue May 18 2021 10:36:13 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:09 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,13.3,13.3,3.2,3.2,Amérisant,,,,,,,pin; boise; acre
Magnum,magnum,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93cfe97d76357f08885,false,false,Tue May 18 2021 12:55:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:57 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La Magnum est cultivée sur une superficie limitée aux États-Unis, mais ce qui est produit présente un excellent profil d'amertume et un bel arôme floral houblonné et des caractères subtils d'agrumes. Bien qu'il ne soit pas génétiquement différent du Magnum allemand original, certaines subtilités existent sans aucun doute en raison des conditions de culture variées entre les deux pays. Les deux houblons sont toutefois considérés comme totalement interchangeables. Le Magnum original cultivé en Allemagne a été mis sur le marché en 1980 et provient de l'Institut allemand du houblon à Hull. Il est considéré comme particulièrement bon pour les ales fortes comme les IPA et les bières impériales, mais aussi pour les lagers et les pilsners.",11,16,5,7,Amérisant,Excellente : 85,2.0 - 3.0,,8 - 12,34 - 34,30 - 35,poivre; pomme; fruite
Mandarina Bavaria,mandarina-bavaria,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a23c5ae27480bb0c9a,false,false,Tue May 18 2021 10:36:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Fille de Cascade (US), Hallertau Blanc et Hüll Melon, Mandarina Bavaria est originaire de Hüll, en Allemagne, et a été mis à la disposition des masses brassicoles en 2012. Elle est utile à la fois pour la saveur et l'arôme et confère des notes légèrement sucrées de mandarine et d'agrumes, en particulier lorsqu'elle est utilisée pour le houblonnage sec.",7,10,4,7,Aromatique,,2.1 - 2.3,,,,,agrumes; fruite; pamplemousse; mandarine; citron-vert; bubble-gum
Marco Polo,marco-polo,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989e9e0c27166a8cf047,false,false,Tue May 18 2021 10:36:14 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:10 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),8 des plantations chinoises seraient avec ce cultivar,12.6,12.6,,,Amérisant,,,,,,,citron; groseille; origan; fleur-de-sureau
Marynka,marynka,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a49e0c272e5d8cf71b,false,false,Tue May 18 2021 10:36:20 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:20 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Marynka est un autre houblon polonais largement produit dans la région de Lublin. Il est modéré dans la plupart des domaines : rendement, croissance, stabilité, mais son profil de saveur est bien supérieur à la moyenne. Bien qu'il soit utilisé principalement pour l'amertume, le Marynka présente des saveurs et des arômes de terre et d'herbes. Elle est la descendante de la Brewer's Gold et a été officiellement enregistrée en 1988.",9,12,10,13,Double usage,Bonne : 65,1.8 - 2.2,26 - 33,10 - 12.5,36 - 36,28 - 31,floral; agrumes; epice; citron; pamplemousse; resineux; anise
Medusa™,medusaE284A2,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989e1fa4d667bd22fc96,false,false,Tue May 18 2021 10:36:14 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),aucune parenté avec les houblons européens issu d'humulus lupulus lupulus,3.5,5,5,5.6,Aromatique,,,,,,,agrumes; abricot; melon; goyave
Melba,melba,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93ce252b868e715e606,false,false,Tue May 18 2021 12:55:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Cultivée par Ellerslie Hop Estate, Melba ou ""La Dame du houblon"" comme on l'appelle affectueusement, est une variété à double usage avec une forte teneur en huile et des similitudes avec Galaxy. Lorsqu'elle est utilisée en tant que première addition, on dit qu'elle donne une amertume propre et quelque peu épicée. Lorsqu'il est utilisé en tant que saveur ou arôme, les propriétés du fruit de la passion, du pamplemousse et des agrumes sont mises en avant.",7,10,2.5,5,Double usage,,,,,,,agrumes; epice; fruit-de-la-passion; amertume-b; pamplemousse
Merkur,merkur,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93d0b7ce6c74fd54da2,false,false,Tue May 18 2021 12:55:25 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:25 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le Merkur, ou Hallertau Merkur comme on l'appelle parfois, est un houblon amérisant à alpha élevé mis au point à l'Institut de recherche sur le houblon de Hull, en Allemagne. Il a été commercialisé en 2000. Il ne s'agit pas seulement d'un potentiel d'amertume ; le Merkur possède une teneur élevée en huile de myrcène et d'humulène, ce qui lui confère une base terreuse et un zeste d'agrumes. Elle est particulièrement efficace aux stades précoces et intermédiaires du brassage. La Merkur est une descendante de la Magnum.",12,14,4.5,5.5,Double usage,Bonne : 65,2.0 - 3.0,,8 - 9,29 - 29,48 - 48.9,agrumes; menthole; sucre; terreux; ananas
Millennium,millennium,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93dbfb5dc3731f4d597,false,false,Tue May 18 2021 12:55:25 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:27 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Millennium a, sans surprise, été commercialisé en l'an 2000. Issu du programme de sélection John I. Haas, le houblon Millennium descend directement du Nugget et est considéré comme similaire à bien des égards au Columbus. Ils sont nés en grande partie du désir d'une plus grande résistance aux maladies et d'une meilleure stabilité de stockage. Ils fonctionnent bien comme agent amérisant dans les ales et les stouts de style américain et sont considérés comme ayant un caractère doux avec une capacité à transmettre des notes herbacées et des éléments de résine.",15.5,18.5,5,6.5,Amérisant,Bonne : 75,1.5 - 3.0,30 - 30,,,,floral; herbeux; caramel; fruite; poire; caramel-au-beurre-toffee
Minstrel ®,minstrel-C2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989f42698eaa3ff4282e,false,false,Tue May 18 2021 10:36:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:11 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,5,7,3,3.5,Aromatique,,,,,,,orange-6; epice; baies-noires; amertume-b
Mistral,mistral,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989f3d08beb256e02161,false,false,Tue May 18 2021 10:36:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:12 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),Usage conseillé en whirlpool et DH,6.5,8.5,3.1,3.8,Aromatique,,,,,,,floral; fruite; litchi; raisin; rose; jasmin; kumquat
Monroe,monroe,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989fa3b279b126556f50,false,false,Tue May 18 2021 10:36:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:14 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Nommé en mémoire de Marylin Monroe « dans sa robe rouge », extravagante comme le serait ce houblon",2.5,2.5,,,Aromatique,,,,,,,orange-6; framboise; sucre; cerise
Mosaic ®,mosaic-C2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93e50240a9de8849bdc,false,false,Tue May 18 2021 12:55:26 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:23 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Commercialisé en 2012 par la Hop Breeding Company, LLC, le houblon Mosaic présente des caractéristiques gustatives complexes mais nettes et est connu pour son profil à triple usage englobant l'amertume, la saveur et l'arôme. Il a une teneur élevée en acides alpha mais une faible teneur en cohumulone, ce qui le rend agréablement houblonné, avec des saveurs de mangue, de pin, d'agrumes et d'herbes et des arômes de fruits tropicaux et de fruits à noyau. La Mosaic est la première fille de la Simcoe et de la Nugget et a été qualifiée avec humour par certains de ""Citra sur stéroïdes"".",11.5,13.5,3.2,3.9,Double usage,Bonne : 75,0.8 - 3.0,24 - 26,,,,floral; fruite; mandarine; papaye; terreux; myrtille; bubble-gum
Motueka,motueka,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93eeca229460b31a873,false,false,Tue May 18 2021 12:55:26 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Anciennement connu sous le nom de Saaz belge ou Saaz B, Motueka est un houblon néo-zélandais de premier ordre. Développé par HortResearch, ce triploïde a été sélectionné à partir de Saaz et d'une souche néo-zélandaise non nommée et se prête bien aux Lagers, Pilsners et Belgian Ales. C'est un excellent houblon à double usage, qui dégage un arôme fruité excitant avec des notes rafraîchissantes de fruits tropicaux et d'agrumes. Il peut être utilisé à n'importe quel moment du processus de brassage et fonctionne bien dans les bières sucrées, maltées et fruitées. Le brasseur Jack de la brasserie Massachusetts utilise Motueka dans une Maibock et la brasserie Sierra Nevada a également lancé sa bière au houblon frais Southern Hemisphere Harvest en avril 2014 en utilisant Motueka, ainsi que Southern Cross, comme houblon de finition.",6.5,7.5,5,5.5,Aromatique,Bonne : 65,0.7 - 0.9,28 - 30,2,3.6,47.7,agrumes; citron; fruits-tropicaux; citron-vert
Mount Hood,mount-hood,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a55847f509d5ab85d7,false,false,Tue May 18 2021 10:36:21 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:22 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Commercialisé en 1989, Mount Hood est un cultivar de race américaine issu de Hallertau Mittelfrüher. Populaire parmi les brasseurs artisanaux américains, il constitue un bon houblon aromatique, avec des caractéristiques similaires à celles d'une Hallertau ou d'une Hersbrucker. Il est également la demi-sœur de Crystal, Ultra et Liberty. Il présente un agréable arôme de houblon noble et a été noté comme donnant un peu de ""punch"" à la saveur lorsqu'il est fraîchement brassé - du moins en comparaison avec les véritables houblons nobles.",4,8,4,7.5,Aromatique,Moyenne : 50,0.8 - 2.0,,7 - 16,12 - 12,30 - 40,epice; herbeux; amertume-b; acre; estragon; miel
Mount Rainier,mount-rainier,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b93f0603975b5cc27aa9,false,false,Tue May 18 2021 12:55:27 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Comme le Mount Hood, le Mount Rainier porte le nom de l'un des nombreux volcans actifs de l'État de Washington. Issue du programme de sélection du houblon de l'USDA-ARS en collaboration avec l'Université d'État de l'Oregon, Mount Rainier est la progéniture de Magnum et d'un mâle de l'USDA. Il présente des caractéristiques aromatiques nobles, semblables à celles de la Hallertau, ainsi que des notes d'agrumes et un soupçon de réglisse. Elle est excellente tant pour l'arôme que pour l'amertume.",5,9.4,5,7,Aromatique,,1.5 - 2.5,,,,,herbeux; floral; cedre; boise; the
Moutere™,moutereE284A2,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a0a3b279a017556f7e,false,false,Tue May 18 2021 10:36:16 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Moutere™ est une variété triploïde de Nouvelle-Zélande identifiable à son caractère tropical, qui mêle pamplemousses et fruits de la passion. Le profil d’huiles essentielles présente des caractéristiques intenses de fruits, d’agrumes et de pin résineux. Un grand houblon qui offre un taux d’acidité alpha élevé, généreux en masse huileuse et auquel une plus faible teneur en cohumulone confère une amertume douce, à la fois structurée et solide. ",17.5,19.5,8,10,Double usage,Bonne,1.5 - 1.9,24 - 28,,,,agrumes; pin; resineux; fruit-de-la-passion
Mystic,mystic,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a02483d216205aeb7f,false,false,Tue May 18 2021 10:36:16 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,4,6.5,3,4,Aromatique,,0.8 - 1.2,35 - 38,,35,35,agrumes; fruit-de-la-passion; cassis
National,national,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a58fb17b25bc009a5e,false,false,Tue May 18 2021 10:36:21 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:20:23 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Amarillo™ VGXP01 est utilisé dans le monde entier où sa teneur ultra élevée en myrcène crée une délicieuse saveur d'agrume orange. Une variété de Virgil Gamache Farms, Inc. Amarillo™ VGXP01 est très acide, ce qui en fait un choix parfait pour les ESB et les Pale Ales.",5,6,,,Double usage,,,,,,,ail; chocolat; bergamote
Nelson Sauvin,nelson-sauvin,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9400603974c80c27afd,false,false,Tue May 18 2021 12:55:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le nom de Nelson Sauvin est dérivé du raisin de cuve Sauvignon Blanc, dont beaucoup s'accordent à dire qu'il possède des caractéristiques de saveur et d'arôme similaires. Développée en Nouvelle-Zélande et commercialisée en 2000, elle est considérée comme trop sauvage pour de nombreux grands brasseurs. Malgré cela, Nelson Sauvin a trouvé une utilisation importante parmi les brasseries artisanales et les brasseurs amateurs pour ses caractéristiques excentriques. Cette variété a gagné en popularité dans les Pale Ales de style américain mais c'est définitivement un houblon qui nécessite une application prudente et discernée dans le brassage. Le profil d'huile de Nelson Sauvin est complexe et fonctionne heureusement bien comme un houblon d'arôme, un houblon de saveur et aussi pour l'amertume. La faible teneur en cohumulone est responsable de ses qualités d'amertume douce. Elle descend de la Smoothcone.",12,14,6,8,Double usage,,1.1 - 1.1,22 - 26,,,,fruite; amertume-b; vin-blanc
Newport,newport,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9416927ff20fdc7b879,false,false,Tue May 18 2021 12:55:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Newport est la descendance de Magnum et d'une variété mâle de l'USDA. L'Université d'État de l'Oregon et l'USDA ont réussi à la sélectionner en 2002 afin de répondre aux préoccupations concernant la résistance au mildiou. On dit qu'elle a contribué à sauver la production de houblon du nord-ouest des États-Unis à cette époque où les problèmes de mildiou menaçaient de nombreuses variétés de houblon. Le Newport présente des arômes allant du vin au balsamique, mais avec sa teneur exceptionnellement élevée en alpha, il est surtout utilisé au début de l'ébullition pour une amertume nette.",10,12.5,5.5,6.5,Amérisant,Bonne : 60,1.6 - 2.5,,4.5 - 7,9 - 9,47 - 54,agrumes; balsamique; terreux; vin-blanc
Northdown,northdown,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b941bb0d77217d4c6b4d,false,false,Tue May 18 2021 12:55:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:28 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Northdown a été développé au Wye College en Angleterre au début des années 1970 et a été initialement sélectionné principalement pour sa résistance au mildiou. C'est la progéniture de Northern Brewer et de Challenger et une tante de Target. C'est un houblon à double usage, mais il est particulièrement efficace au début et au milieu de l'ébullition. Il est considéré comme ayant un impact légèrement plus élevé en termes de saveur que son parent, Challenger. Cette saveur est considérée comme fraîche, fleurie et piquante avec des notes de baies et d'épices.",6,9.5,4.5,6,Double usage,,,,13 - 17,40 - 40,23 - 29,pin; epice; floral; resineux; fruite
Northern Brewer,northern-brewer,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9416927ff055fc7b8b6,false,false,Tue May 18 2021 12:55:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:32 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La Northern Brewer a été développée à l'origine en Angleterre en 1934, mais elle est maintenant largement cultivée en Allemagne. La Northern Brewer cultivée en Allemagne est considérée comme identique à la variété originale produite au Royaume-Uni, bien que des différences subtiles attribuables à la région de culture différente puissent être évidentes. La Northern Brewer est également cultivée en quantité notable aux États-Unis, bien que cette variété soit désormais génétiquement distincte de la variété originale. En brasserie, il est utile comme houblon amérisant et aromatique, mais il est surtout utilisé comme ajout précoce par les brasseurs commerciaux en Allemagne.",6,10,3,5,Double usage,Bonne : 75,1.0 - 2.0,,8 - 10,25 - 25,30 - 35,herbeux; pin; resineux; menthole; cedre
Nugget,nugget,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b94207b62aa022dadd15,false,false,Tue May 18 2021 12:55:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:31 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La super teneur en acide alpha de la Nugget, son faible pourcentage de bêta et de cohumulone lui confèrent une excellente amertume, très appréciée dans les IPA, les Impériales et autres brassins super houblonnés. Sa forte teneur en myrcène lui confère également un arôme vert et herbacé. Fille de la Brewer's Gold et mère de la Millennium, la popularité de la Nugget s'est rapidement accrue. Commercialisée en 1983, elle produisait en 1987 14% du houblon du Nord-Ouest Pacifique.",11,16,4,5.5,Double usage,Bonne : 75,1.0 - 3.0,,7 - 10,12 - 12,48 - 59,floral; epice; herbeux; resineux; pin; terreux; gingembre
Olicana®,olicanaC2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398a7aca4ef2e7450ce29,false,false,Tue May 18 2021 10:36:23 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:06 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,6,9,4,6,Double usage,,,,,,,agrumes; fruit-de-la-passion; mangue; pamplemousse; fruits-tropicaux; amertume-b
Olympic,olympic,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b942dad306a046476e67,false,false,Tue May 18 2021 12:55:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:32 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"L'Olympic a une lignée complexe. Bien qu'il soit principalement dérivé génétiquement du Brewer's Gold (3/4), il doit également son existence au Fuggle, au East Kent Golding, à un plant dit ""bavarois"" et à une cinquième variété inconnue. En conséquence, l'Olympic est un houblon épicé et chargé d'agrumes. Il est cultivé principalement dans l'État de Washington et a été commercialisé au milieu des années 1980. Il a connu une croissance solide dès son lancement, atteignant environ un pour cent de la production totale de houblon aux États-Unis en 1986. Cependant, en 1997, ce chiffre avait diminué de moitié.",10.6,13.8,3.8,6.1,Aromatique,Bonne : 60,,,,,,agrumes; epice
Opal,opal,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b76d88cdff02ba1c38cb,false,false,Tue May 18 2021 12:47:41 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:23:18 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Mis au point par l'Institut de recherche sur le houblon de Hull, en Allemagne, le houblon Opal se caractérise par un arôme net et un profil de saveur d'épices et d'agrumes avec un soupçon de douceur. Il a été lancé dans le monde de la brasserie en 2004 et est considéré comme utile à la fois pour l'arôme et l'amertume.",5,8,3.5,5.5,Double usage,Bonne : 65,0.8 - 1.3,,9 - 10,20 - 20,30 - 45,agrumes; herbeux; epice; poivre; anise
Orion,orion,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9433358d01a7b747870,false,false,Tue May 18 2021 12:55:31 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:33 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"L'Institut allemand de recherche sur le houblon de Hüll, en Allemagne, a développé le houblon Orion au cours des années 1980. Il est le résultat d'un croisement entre Perle et un mâle allemand. À ce jour, l'Orion n'est pas produit à grande échelle et est surtout relégué en Allemagne. Ses qualités amères et aromatiques européennes agréables l'ont rendu populaire pour les bières allemandes de type Helles, qui étaient à l'origine brassées pour concurrencer les Pils tchèques. Elle a une très faible teneur en cohumulone et une forte teneur en myrcène. Les autres huiles sont en juste équilibre. Cette variété n'est pas facile à trouver dans le commerce.",8,9,4.94,5.73,Double usage,Garde 60% à 70% de ses acides alpha après 6 mois à 20°C,,,6.5 - 12.7,16.7 - 16.7,41 - 56,
Pacific Gem,pacific-gem,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b94450240abcbc84a220,false,false,Tue May 18 2021 12:55:32 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:37:34 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Pacific Gem est une variété de houblon néo-zélandaise au caractère intéressant. Obtenu au Centre de recherche horticole de Nouvelle-Zélande comme un croisement triploïde entre Smooth Cone, California Late Cluster et Fuggle, il est utilisé dans le monde entier dans divers styles, mais surtout dans les lagers européennes. Elle a été mise sur le marché en 1987. Malgré sa teneur élevée en acides alpha, sa teneur élevée en cohumulone rend son utilisation comme houblon amérisant problématique. Il peut être, et est, utilisé comme un ajout précoce mais est plus connu pour son arôme et sa saveur. Lorsqu'il est utilisé en tant qu'addition tardive, il peut apporter un arôme délicat à la bière résultante qui est lisse et semblable au chêne avec des notes de mûre.",13,15,5,9,Amérisant,Bonne : 75,1.1 - 1.3,,7 - 11,18 - 18,33 - 55,floral; boise; epice; fruite; poivre; cassis; terreux; chene
